Date,Product ID,Price,Quantity Sold,Sale Country Code
2020-01-02,22,24.93,45,US
2020-01-02,23,25.91,36,FR
2020-01-02,24,46.24,84,DE
2020-01-02,25,25.04,25,FR
2020-01-02,26,39.67,75,US
2020-01-02,27,44.87,24,FR
2020-01-02,28,35.93,17,DE
2020-01-02,29,23.53,82,UK
2020-01-02,30,29.49,92,US
2020-01-02,31,32.92,15,FR
2020-01-02,32,24.19,38,DE
2020-01-02,33,32.94,38,FR
2020-01-02,34,36.91,37,US
2020-01-02,35,39.83,15,US
2020-01-02,36,20.41,19,FR
2020-01-02,37,33.02,12,DE
2020-01-02,38,22.54,25,DE
2020-01-02,39,29.93,94,US
2020-01-02,40,36.54,16,FR
2020-01-02,41,42.61,63,DE
2020-01-02,42,38.03,76,UK
2020-01-02,43,38.49,94,FR
2020-01-02,44,47.21,1,DE
2020-01-02,45,38.99,83,DE
2020-01-02,46,32.62,75,UK
2020-01-02,47,28.23,53,US
2020-01-02,48,44.89,71,DE
2020-01-02,49,22.2,39,US
2020-01-02,50,34.25,81,UK
2020-01-03,1,20.87,81,US
2020-01-03,2,25.72,84,FR
2020-01-03,3,47.48,33,US
2020-01-03,4,28.96,49,US
2020-01-03,5,31.73,18,US
2020-01-03,6,47.23,11,UK
2020-01-03,7,34.02,98,DE
2020-01-03,8,23.67,6,US
2020-01-03,9,24.87,42,DE
2020-01-03,10,29.48,18,FR
2020-01-03,11,34.82,61,US
2020-01-03,12,23.94,72,FR
2020-01-03,13,41.5,76,UK
2020-01-03,14,38.0,32,FR
2020-01-03,15,26.82,20,DE
2020-01-03,16,38.74,66,DE
2020-01-03,17,26.97,22,UK
2020-01-03,18,28.91,98,DE
2020-01-03,19,43.06,29,FR
2020-01-03,20,37.03,91,FR
2020-01-03,21,48.59,59,FR
2020-01-03,22,23.12,24,DE
2020-01-03,23,45.33,38,UK
2020-01-03,24,42.15,23,UK
2020-01-03,25,36.26,36,DE
2020-01-03,26,40.96,61,FR
2020-01-03,27,39.44,93,FR
2020-01-03,28,22.81,4,US
2020-01-03,29,47.83,70,DE
2020-01-03,30,48.1,43,UK
2020-01-03,31,22.05,33,DE
2020-01-03,32,30.53,52,US
2020-01-03,33,22.98,40,DE
2020-01-03,34,28.44,30,FR
2020-01-03,35,35.23,9,FR
2020-01-03,36,30.43,5,DE
2020-01-03,37,20.16,98,DE
2020-01-03,38,46.44,36,US
2020-01-03,39,29.76,92,FR
2020-01-03,40,45.35,38,FR
2020-01-03,41,47.46,29,DE
2020-01-03,42,21.61,10,DE
2020-01-03,43,23.15,93,DE
2020-01-03,44,46.56,54,DE
2020-01-03,45,39.27,29,DE
2020-01-03,46,20.41,77,FR
2020-01-03,47,25.65,55,US
2020-01-03,48,47.63,34,UK
2020-01-03,49,36.11,57,FR
2020-01-03,50,38.17,55,UK
2020-01-04,1,35.55,53,FR
2020-01-04,2,31.57,19,DE
2020-01-04,3,47.38,21,DE
2020-01-04,4,45.21,2,US
2020-01-04,5,22.77,10,FR
2020-01-04,6,33.25,41,US
2020-01-04,7,43.13,11,DE
2020-01-04,8,35.38,97,DE
2020-01-04,9,28.59,82,UK
2020-01-04,10,20.5,63,UK
2020-01-04,11,29.15,8,US
2020-01-04,12,21.97,19,UK
2020-01-04,13,41.95,29,DE
2020-01-04,14,29.11,40,FR
2020-01-04,15,38.87,42,UK
2020-01-04,16,21.74,49,UK
2020-01-04,17,44.49,21,US
2020-01-04,18,28.02,99,FR
2020-01-04,19,22.36,65,US
2020-01-04,20,43.07,54,FR
2020-01-04,21,48.82,28,FR
2020-01-04,22,20.96,87,UK
2020-01-04,23,28.66,75,FR
2020-01-04,24,45.2,65,US
2020-01-04,25,30.38,18,UK
2020-01-04,26,38.46,57,US
2020-01-04,27,33.94,44,DE
2020-01-04,28,44.37,70,DE
2020-01-04,29,22.01,31,US
2020-01-04,30,29.68,16,FR
2020-01-04,31,47.21,47,FR
2020-01-04,32,24.12,48,FR
2020-01-04,33,39.5,7,UK
2020-01-04,34,37.72,62,FR
2020-01-04,35,24.28,42,US
2020-01-04,36,20.8,63,UK
2020-01-04,37,37.25,77,UK
2020-01-04,38,48.98,87,DE
2020-01-04,39,22.87,66,US
2020-01-04,40,34.97,7,FR
2020-01-04,41,41.78,67,DE
2020-01-04,42,47.43,39,FR
2020-01-04,43,22.39,22,FR
2020-01-04,44,24.81,98,UK
2020-01-04,45,23.48,15,US
2020-01-04,46,48.75,36,FR
2020-01-04,47,33.64,35,FR
2020-01-04,48,29.95,16,FR
2020-01-04,49,21.12,21,FR
2020-01-04,50,22.89,9,US
2020-01-05,1,36.23,83,UK
2020-01-05,2,44.26,13,UK
2020-01-05,3,48.81,31,US
2020-01-05,4,25.17,53,DE
2020-01-05,5,41.24,8,FR
2020-01-05,6,31.12,39,US
2020-01-05,7,48.5,27,US
2020-01-05,8,35.04,51,UK
2020-01-05,9,38.51,71,US
2020-01-05,10,27.75,16,FR
2020-01-05,11,45.94,36,FR
2020-01-05,12,47.47,2,UK
2020-01-05,13,35.64,74,DE
2020-01-05,14,20.0,13,FR
2020-01-05,15,31.31,29,DE
2020-01-05,16,33.09,7,FR
2020-01-05,17,46.62,62,FR
2020-01-05,18,26.01,3,DE
2020-01-05,19,39.19,38,FR
2020-01-05,20,40.32,10,DE
2020-01-05,21,25.75,13,DE
2020-01-05,22,37.39,72,FR
2020-01-05,23,28.24,70,FR
2020-01-05,24,47.95,71,US
2020-01-05,25,30.33,61,DE
2020-01-05,26,47.6,92,DE
2020-01-05,27,34.2,16,FR
2020-01-05,28,48.24,65,FR
2020-01-05,29,25.75,73,FR
2020-01-05,30,23.56,42,DE
2020-01-05,31,28.46,95,UK
2020-01-05,32,27.97,57,UK
2020-01-05,33,22.84,4,FR
2020-01-05,34,42.88,57,FR
2020-01-05,35,27.13,37,DE
2020-01-05,36,42.88,38,UK
2020-01-05,37,42.53,91,DE
2020-01-05,38,44.24,20,US
2020-01-05,39,43.26,6,FR
2020-01-05,40,23.04,69,US
2020-01-05,41,45.61,78,US
2020-01-05,42,43.04,11,FR
2020-01-05,43,24.88,18,UK
2020-01-05,44,36.02,13,DE
2020-01-05,45,47.08,4,UK
2020-01-05,46,32.46,97,DE
2020-01-05,47,30.86,39,DE
2020-01-05,48,37.45,35,FR
2020-01-05,49,27.26,58,UK
2020-01-05,50,41.92,90,DE
2020-01-06,1,27.74,100,US
2020-01-06,2,44.34,53,UK
2020-01-06,3,48.3,61,US
2020-01-06,4,22.11,17,DE
2020-01-06,5,34.64,4,FR
2020-01-06,6,45.19,50,DE
2020-01-06,7,20.64,31,DE
2020-01-06,8,29.65,37,DE
2020-01-06,9,29.05,48,FR
2020-01-06,10,38.5,42,FR
2020-01-06,11,44.1,43,UK
2020-01-06,12,34.7,94,US
2020-01-06,13,25.71,55,FR
2020-01-06,14,32.64,60,US
2020-01-06,15,38.89,88,UK
2020-01-06,16,45.66,70,DE
2020-01-06,17,28.14,89,UK
2020-01-06,18,39.11,33,FR
2020-01-06,19,22.98,100,DE
2020-01-06,20,40.96,88,FR
2020-01-06,21,41.33,78,FR
2020-01-06,22,36.17,27,UK
2020-01-06,23,25.27,70,FR
2020-01-06,24,24.75,75,DE
2020-01-06,25,20.72,73,DE
2020-01-06,26,41.07,9,FR
2020-01-06,27,47.4,84,DE
2020-01-06,28,29.58,85,US
2020-01-06,29,31.49,89,DE
2020-01-06,30,23.79,64,DE
2020-01-06,31,27.66,76,DE
2020-01-06,32,48.87,66,UK
2020-01-06,33,22.85,74,US
2020-01-06,34,42.26,43,US
2020-01-06,35,37.75,20,US
2020-01-06,36,24.46,37,DE
2020-01-06,37,36.4,73,DE
2020-01-06,38,40.92,25,DE
2020-01-06,39,25.4,2,FR
2020-01-06,40,26.44,14,UK
2020-01-06,41,42.65,53,FR
2020-01-06,42,35.33,73,FR
2020-01-06,43,26.04,42,UK
2020-01-06,44,21.88,25,UK
2020-01-06,45,41.65,100,US
2020-01-06,46,21.85,24,US
2020-01-06,47,46.5,72,FR
2020-01-06,48,41.64,66,UK
2020-01-06,49,38.66,76,DE
2020-01-06,50,46.62,47,UK
2020-01-07,1,34.76,86,DE
2020-01-07,2,24.37,16,US
2020-01-07,3,47.65,24,US
2020-01-07,4,20.56,38,UK
2020-01-07,5,21.08,7,FR
2020-01-07,6,40.29,33,FR
2020-01-07,7,22.52,12,FR
2020-01-07,8,39.01,54,DE
2020-01-07,9,20.23,27,FR
2020-01-07,10,24.92,38,FR
2020-01-07,11,41.23,70,UK
2020-01-07,12,31.99,41,DE
2020-01-07,13,45.33,2,US
2020-01-07,14,46.63,83,UK
2020-01-07,15,25.8,1,DE
2020-01-07,16,29.54,46,DE
2020-01-07,17,20.41,90,US
2020-01-07,18,35.44,54,US
2020-01-07,19,39.04,24,UK
2020-01-07,20,39.75,46,DE
2020-01-07,21,36.29,67,US
2020-01-07,22,42.0,32,DE
2020-01-07,23,43.15,37,FR
2020-01-07,24,34.5,79,US
2020-01-07,25,22.95,85,FR
2020-01-07,26,44.57,14,DE
2020-01-07,27,31.36,59,US
2020-01-07,28,43.13,70,US
2020-01-07,29,27.84,46,UK
2020-01-07,30,31.58,55,DE
2020-01-07,31,29.88,27,DE
2020-01-07,32,25.82,20,FR
2020-01-07,33,38.01,18,DE
2020-01-07,34,22.18,94,DE
2020-01-07,35,31.97,54,US
2020-01-07,36,43.62,17,DE
2020-01-07,37,38.78,82,FR
2020-01-07,38,43.3,24,DE
2020-01-07,39,44.77,27,US
2020-01-07,40,46.69,42,DE
2020-01-07,41,35.68,24,UK
2020-01-07,42,37.98,83,US
2020-01-07,43,41.75,82,US
2020-01-07,44,38.69,74,UK
2020-01-07,45,40.84,83,FR
2020-01-07,46,44.71,43,UK
2020-01-07,47,30.55,74,FR
2020-01-07,48,47.1,66,FR
2020-01-07,49,32.86,19,UK
2020-01-07,50,31.18,49,FR
2020-01-08,1,35.23,47,UK
2020-01-08,2,37.15,7,DE
2020-01-08,3,29.32,73,FR
2020-01-08,4,26.66,39,US
2020-01-08,5,31.94,59,DE
2020-01-08,6,48.15,22,FR
2020-01-08,7,36.15,24,DE
2020-01-08,8,22.33,13,DE
2020-01-08,9,30.47,48,US
2020-01-08,10,39.76,73,US
2020-01-08,11,41.48,89,US
2020-01-08,12,36.35,18,US
2020-01-08,13,32.32,65,US
2020-01-08,14,43.6,44,UK
2020-01-08,15,36.47,4,UK
2020-01-08,16,29.3,35,UK
2020-01-08,17,47.84,44,UK
2020-01-08,18,39.97,17,DE
2020-01-08,19,29.44,100,FR
2020-01-08,20,34.97,77,DE
2020-01-08,21,48.55,58,US
2020-01-08,22,37.64,74,FR
2020-01-08,23,43.99,66,DE
2020-01-08,24,20.05,17,DE
2020-01-08,25,39.14,85,FR
2020-01-08,26,48.95,34,DE
2020-01-08,27,29.12,91,UK
2020-01-08,28,22.15,85,FR
2020-01-08,29,33.43,20,FR
2020-01-08,30,46.97,18,FR
2020-01-08,31,26.0,17,UK
2020-01-08,32,47.83,36,DE
2020-01-08,33,45.26,21,DE
2020-01-08,34,44.99,30,DE
2020-01-08,35,38.08,13,UK
2020-01-08,36,47.13,1,UK
2020-01-08,37,20.41,34,DE
2020-01-08,38,45.85,20,DE
2020-01-08,39,42.38,46,UK
2020-01-08,40,24.11,51,UK
2020-01-08,41,25.02,21,FR
2020-01-08,42,43.99,7,US
2020-01-08,43,27.76,86,UK
2020-01-08,44,45.79,68,DE
2020-01-08,45,26.8,34,UK
2020-01-08,46,38.67,19,FR
2020-01-08,47,26.83,18,US
2020-01-08,48,47.18,44,UK
2020-01-08,49,33.37,18,UK
2020-01-08,50,40.79,3,US
2020-01-09,1,29.27,69,US
2020-01-09,2,26.55,1,FR
2020-01-09,3,48.54,97,DE
2020-01-09,4,26.51,18,UK
2020-01-09,5,28.01,41,FR
2020-01-09,6,46.39,37,UK
2020-01-09,7,22.03,10,DE
2020-01-09,8,23.91,30,UK
2020-01-09,9,43.37,81,FR
2020-01-09,10,34.25,1,DE
2020-01-09,11,27.57,76,DE
2020-01-09,12,34.37,90,UK
2020-01-09,13,22.72,60,FR
2020-01-09,14,28.96,33,DE
2020-01-09,15,20.87,40,US
2020-01-09,16,20.37,45,FR
2020-01-09,17,30.91,75,FR
2020-01-09,18,48.13,98,US
2020-01-09,19,39.16,18,FR
2020-01-09,20,23.02,36,UK
2020-01-09,21,38.42,68,US
2020-01-09,22,29.19,8,UK
2020-01-09,23,27.94,20,FR
2020-01-09,24,36.64,99,DE
2020-01-09,25,26.03,53,FR
2020-01-09,26,22.76,52,DE
2020-01-09,27,26.49,27,US
2020-01-09,28,31.98,27,DE
2020-01-09,29,21.28,3,UK
2020-01-09,30,32.21,94,UK
2020-01-09,31,27.04,54,US
2020-01-09,32,28.86,13,US
2020-01-09,33,47.61,82,DE
2020-01-09,34,42.42,26,US
2020-01-09,35,44.33,24,UK
2020-01-09,36,23.06,77,DE
2020-01-09,37,21.27,93,DE
2020-01-09,38,24.52,97,DE
2020-01-09,39,24.93,11,UK
2020-01-09,40,41.9,94,DE
2020-01-09,41,46.37,38,FR
2020-01-09,42,45.54,74,US
2020-01-09,43,27.34,98,DE
2020-01-09,44,30.96,74,UK
2020-01-09,45,45.56,9,UK
2020-01-09,46,43.22,88,FR
2020-01-09,47,29.28,40,US
2020-01-09,48,20.9,100,DE
2020-01-09,49,20.14,26,FR
2020-01-09,50,23.96,63,UK
2020-01-10,1,28.77,15,DE
2020-01-10,2,38.25,66,UK
2020-01-10,3,23.93,3,FR
2020-01-10,4,20.06,40,UK
2020-01-10,5,20.74,4,US
2020-01-10,6,32.41,70,US
2020-01-10,7,45.5,87,DE
2020-01-10,8,33.43,75,UK
2020-01-10,9,46.04,42,FR
2020-01-10,10,33.26,63,DE
2020-01-10,11,48.37,27,FR
2020-01-10,12,30.72,58,US
2020-01-10,13,41.44,80,FR
2020-01-10,14,24.33,99,FR
2020-01-10,15,27.79,92,FR
2020-01-10,16,45.18,33,DE
2020-01-10,17,39.4,45,US
2020-01-10,18,40.42,100,UK
2020-01-10,19,38.53,45,US
2020-01-10,20,44.42,20,FR
2020-01-10,21,20.53,95,UK
2020-01-10,22,38.6,69,FR
2020-01-10,23,29.98,91,UK
2020-01-10,24,46.33,40,DE
2020-01-10,25,41.95,85,UK
2020-01-10,26,26.0,7,UK
2020-01-10,27,24.59,15,FR
2020-01-10,28,20.2,5,FR
2020-01-10,29,38.1,78,DE
2020-01-10,30,20.09,8,FR
2020-01-10,31,43.64,73,DE
2020-01-10,32,21.91,65,DE
2020-01-10,33,24.01,80,DE
2020-01-10,34,45.47,72,DE
2020-01-10,35,39.32,3,US
2020-01-10,36,46.3,66,UK
2020-01-10,37,31.52,37,UK
2020-01-10,38,44.02,8,UK
2020-01-10,39,21.36,46,UK
2020-01-10,40,28.48,24,UK
2020-01-10,41,21.51,85,FR
2020-01-10,42,32.31,91,DE
2020-01-10,43,46.1,63,UK
2020-01-10,44,32.34,62,UK
2020-01-10,45,47.12,72,DE
2020-01-10,46,42.68,32,FR
2020-01-10,47,23.98,26,UK
2020-01-10,48,26.6,57,US
2020-01-10,49,23.63,61,UK
2020-01-10,50,47.26,46,UK
2020-01-11,1,37.89,53,DE
2020-01-11,2,47.26,63,FR
2020-01-11,3,27.65,52,DE
2020-01-11,4,31.18,25,UK
2020-01-11,5,40.88,48,UK
2020-01-11,6,23.0,85,US
2020-01-11,7,38.23,66,UK
2020-01-11,8,37.72,1,US
2020-01-11,9,23.36,51,UK
2020-01-11,10,32.12,37,US
2020-01-11,11,38.51,33,DE
2020-01-11,12,24.43,41,DE
2020-01-11,13,22.62,3,FR
2020-01-11,14,33.43,17,DE
2020-01-11,15,48.31,49,DE
2020-01-11,16,42.97,4,US
2020-01-11,17,33.53,2,DE
2020-01-11,18,32.99,73,US
2020-01-11,19,21.94,3,DE
2020-01-11,20,25.41,81,UK
2020-01-11,21,27.32,63,FR
2020-01-11,22,40.84,84,UK
2020-01-11,23,24.86,90,DE
2020-01-11,24,36.77,47,DE
2020-01-11,25,37.51,75,DE
2020-01-11,26,21.6,34,FR
2020-01-11,27,25.17,9,UK
2020-01-11,28,34.58,84,US
2020-01-11,29,41.49,22,DE
2020-01-11,30,37.83,80,FR
2020-01-11,31,38.38,89,UK
2020-01-11,32,20.48,3,US
2020-01-11,33,22.26,74,UK
2020-01-11,34,27.95,88,UK
2020-01-11,35,43.98,48,US
2020-01-11,36,37.54,19,UK
2020-01-11,37,45.01,99,UK
2020-01-11,38,26.17,12,UK
2020-01-11,39,31.26,49,DE
2020-01-11,40,36.26,43,US
2020-01-11,41,27.45,91,DE
2020-01-11,42,32.79,2,FR
2020-01-11,43,27.37,64,DE
2020-01-11,44,47.92,40,UK
2020-01-11,45,23.3,31,UK
2020-01-11,46,26.86,4,US
2020-01-11,47,44.76,75,UK
2020-01-11,48,21.45,100,US
2020-01-11,49,41.23,87,UK
2020-01-11,50,26.79,45,FR
2020-01-12,1,29.57,30,DE
2020-01-12,2,27.43,49,FR
2020-01-12,3,23.33,20,US
2020-01-12,4,24.25,55,UK
2020-01-12,5,33.14,20,UK
2020-01-12,6,25.75,38,UK
2020-01-12,7,39.25,88,FR
2020-01-12,8,37.39,77,US
2020-01-12,9,42.99,11,UK
2020-01-12,10,47.78,52,FR
2020-01-12,11,32.14,86,UK
2020-01-12,12,38.7,45,UK
2020-01-12,13,39.19,80,US
2020-01-12,14,48.68,77,US
2020-01-12,15,32.15,27,DE
2020-01-12,16,20.3,74,FR
2020-01-12,17,40.42,12,US
2020-01-12,18,42.42,51,FR
2020-01-12,19,45.38,69,US
2020-01-12,20,26.23,79,FR
2020-01-12,21,34.77,46,UK
2020-01-12,22,41.18,14,UK
2020-01-12,23,46.13,33,US
2020-01-12,24,48.75,85,UK
2020-01-12,25,42.64,33,FR
2020-01-12,26,24.26,21,FR
2020-01-12,27,38.27,9,DE
2020-01-12,28,29.26,81,UK
2020-01-12,29,30.24,26,US
2020-01-12,30,39.52,33,DE
2020-01-12,31,42.77,5,DE
2020-01-12,32,47.61,56,FR
2020-01-12,33,41.93,95,DE
2020-01-12,34,32.24,11,FR
2020-01-12,35,40.19,46,DE
2020-01-12,36,48.07,21,UK
2020-01-12,37,41.6,4,US
2020-01-12,38,29.72,37,US
2020-01-12,39,40.18,54,DE
2020-01-12,40,41.95,13,DE
2020-01-12,41,34.54,97,UK
2020-01-12,42,25.49,57,DE
2020-01-12,43,22.27,75,FR
2020-01-12,44,44.8,9,FR
2020-01-12,45,47.39,15,US
2020-01-12,46,25.23,91,US
2020-01-12,47,31.64,14,US
2020-01-12,48,37.22,52,DE
2020-01-12,49,41.03,4,DE
2020-01-12,50,39.4,79,US
2020-01-13,1,32.27,71,UK
2020-01-13,2,22.53,44,UK
2020-01-13,3,34.09,4,US
2020-01-13,4,36.25,94,US
2020-01-13,5,38.03,99,US
2020-01-13,6,48.51,72,FR
2020-01-13,7,46.17,87,DE
2020-01-13,8,29.36,17,UK
2020-01-13,9,40.93,94,UK
2020-01-13,10,20.18,11,DE
2020-01-13,11,41.11,95,UK
2020-01-13,12,37.69,26,UK
2020-01-13,13,33.49,83,FR
2020-01-13,14,26.72,90,US
2020-01-13,15,42.59,42,UK
2020-01-13,16,40.37,83,US
2020-01-13,17,44.92,78,DE
2020-01-13,18,35.13,3,FR
2020-01-13,19,34.63,46,UK
2020-01-13,20,45.65,59,UK
2020-01-13,21,48.9,4,FR
2020-01-13,22,42.97,14,DE
2020-01-13,23,45.53,24,FR
2020-01-13,24,28.28,30,DE
2020-01-13,25,43.46,91,FR
2020-01-13,26,41.73,37,DE
2020-01-13,27,37.31,38,DE
2020-01-13,28,36.0,6,FR
2020-01-13,29,20.43,58,DE
2020-01-13,30,38.78,88,US
2020-01-13,31,39.86,1,US
2020-01-13,32,43.16,9,FR
2020-01-13,33,40.43,77,FR
2020-01-13,34,33.17,83,FR
2020-01-13,35,30.04,96,UK
2020-01-13,36,21.5,96,US
2020-01-13,37,20.69,92,UK
2020-01-13,38,24.65,39,US
2020-01-13,39,32.24,19,US
2020-01-13,40,33.0,95,US
2020-01-13,41,24.54,95,DE
2020-01-13,42,32.51,25,DE
2020-01-13,43,48.27,59,UK
2020-01-13,44,21.44,61,DE
2020-01-13,45,42.31,48,US
2020-01-13,46,29.13,98,FR
2020-01-13,47,25.53,12,UK
2020-01-13,48,40.96,99,UK
2020-01-13,49,23.97,90,US
2020-01-13,50,43.46,59,DE
2020-01-14,1,24.7,46,DE
2020-01-14,2,47.45,50,FR
2020-01-14,3,30.91,99,DE
2020-01-14,4,21.79,95,US
2020-01-14,5,33.1,47,FR
2020-01-14,6,43.97,3,US
2020-01-14,7,29.4,69,US
2020-01-14,8,46.69,10,UK
2020-01-14,9,25.56,38,DE
2020-01-14,10,28.04,49,DE
2020-01-14,11,27.85,6,UK
2020-01-14,12,39.53,78,UK
2020-01-14,13,31.17,85,DE
2020-01-14,14,25.17,84,FR
2020-01-14,15,23.64,57,DE
2020-01-14,16,23.62,66,DE
2020-01-14,17,32.4,7,FR
2020-01-14,18,22.69,16,UK
2020-01-14,19,28.11,12,FR
2020-01-14,20,35.45,50,US
2020-01-14,21,30.39,85,US
2020-01-14,22,46.49,81,FR
2020-01-14,23,42.22,24,US
2020-01-14,24,32.81,54,DE
2020-01-14,25,31.45,79,UK
2020-01-14,26,26.2,12,US
2020-01-14,27,48.62,67,DE
2020-01-14,28,48.23,62,UK
2020-01-14,29,44.59,21,US
2020-01-14,30,22.22,95,UK
2020-01-14,31,32.43,58,UK
2020-01-14,32,36.85,63,DE
2020-01-14,33,41.96,66,FR
2020-01-14,34,34.59,78,UK
2020-01-14,35,35.34,41,UK
2020-01-14,36,25.76,42,UK
2020-01-14,37,23.87,68,UK
2020-01-14,38,23.23,77,US
2020-01-14,39,48.31,51,UK
2020-01-14,40,34.56,42,US
2020-01-14,41,22.77,35,UK
2020-01-14,42,45.04,67,UK
2020-01-14,43,43.19,83,UK
2020-01-14,44,27.63,60,UK
2020-01-14,45,39.89,19,UK
2020-01-14,46,33.06,14,UK
2020-01-14,47,21.29,49,DE
2020-01-14,48,26.82,23,FR
2020-01-14,49,30.73,55,UK
2020-01-14,50,44.64,55,UK
2020-01-15,1,31.31,83,UK
2020-01-15,2,20.78,3,FR
2020-01-15,3,30.89,10,UK
2020-01-15,4,48.77,92,US
2020-01-15,5,38.03,64,FR
2020-01-15,6,45.92,31,US
2020-01-15,7,39.36,91,FR
2020-01-15,8,33.85,96,UK
2020-01-15,9,45.44,11,US
2020-01-15,10,24.11,87,FR
2020-01-15,11,21.06,32,DE
2020-01-15,12,31.31,31,UK
2020-01-15,13,24.65,5,FR
2020-01-15,14,36.73,36,UK
2020-01-15,15,32.17,60,UK
2020-01-15,16,20.31,40,FR
2020-01-15,17,20.17,23,UK
2020-01-15,18,28.85,30,US
2020-01-15,19,28.28,84,US
2020-01-15,20,32.68,87,FR
2020-01-15,21,21.24,81,UK
2020-01-15,22,47.02,95,US
2020-01-15,23,22.71,78,UK
2020-01-15,24,48.97,20,DE
2020-01-15,25,48.32,69,FR
2020-01-15,26,45.79,91,DE
2020-01-15,27,46.84,9,US
2020-01-15,28,41.76,28,DE
2020-01-15,29,47.41,86,UK
2020-01-15,30,35.7,75,FR
2020-01-15,31,35.7,2,DE
2020-01-15,32,23.6,59,FR
2020-01-15,33,30.85,67,UK
2020-01-15,34,29.35,84,UK
2020-01-15,35,26.35,94,DE
2020-01-15,36,42.13,27,UK
2020-01-15,37,40.25,64,FR
2020-01-15,38,40.72,68,DE
2020-01-15,39,43.14,34,UK
2020-01-15,40,20.57,27,UK
2020-01-15,41,38.34,80,FR
2020-01-15,42,36.42,95,UK
2020-01-15,43,21.89,39,UK
2020-01-15,44,37.14,81,FR
2020-01-15,45,47.29,63,US
2020-01-15,46,33.7,59,UK
2020-01-15,47,32.92,94,US
2020-01-15,48,46.95,28,UK
2020-01-15,49,44.02,17,UK
2020-01-15,50,42.9,76,UK
2020-01-16,1,34.18,65,UK
2020-01-16,2,34.44,19,FR
2020-01-16,3,37.11,64,FR
2020-01-16,4,20.82,29,US
2020-01-16,5,37.4,72,DE
2020-01-16,6,26.38,52,UK
2020-01-16,7,33.81,82,DE
2020-01-16,8,39.52,80,UK
2020-01-16,9,38.07,38,DE
2020-01-16,10,32.8,91,UK
2020-01-16,11,48.67,14,UK
2020-01-16,12,31.32,75,DE
2020-01-16,13,29.49,25,US
2020-01-16,14,36.11,80,UK
2020-01-16,15,46.29,97,FR
2020-01-16,16,41.59,75,UK
2020-01-16,17,32.95,99,US
2020-01-16,18,44.72,78,FR
2020-01-16,19,43.53,25,UK
2020-01-16,20,21.0,24,DE
2020-01-16,21,30.2,31,DE
2020-01-16,22,47.15,94,US
2020-01-16,23,46.65,57,FR
2020-01-16,24,29.82,30,US
2020-01-16,25,24.12,91,FR
2020-01-16,26,48.41,90,UK
2020-01-16,27,20.76,63,DE
2020-01-16,28,30.94,97,DE
2020-01-16,29,21.81,20,DE
2020-01-16,30,28.74,30,FR
2020-01-16,31,34.65,67,DE
2020-01-16,32,25.79,31,FR
2020-01-16,33,21.91,91,FR
2020-01-16,34,32.55,33,DE
